guess,mean,med,std
error,595.373920552677,401.0,588.52457910389
gilds,608.612694300518,401.0,697.27574100981
ginzo,780.209412780656,401.0,767.736747716779
glugs,770.513816925734,401.0,758.761021050775
gnows,722.923575129534,401.0,769.069267081477
gyoza,743.855354058722,401.0,716.977324029275
jesse,710.135578583765,401.0,640.453980261628
kaval,801.282383419689,401.0,752.330464049283
mizzy,953.612694300518,401.0,748.988887213439
ngoma,666.363989637306,401.0,706.423716656171
revel,551.988773747841,401.0,605.760528248992
ticks,664.914075993092,401.0,739.517492539252
vasal,654.267702936097,401.0,685.500881345731
vises,648.166234887738,401.0,646.917117414026
visor,511.912348877375,401.0,606.880589379303
araba,703.92530224525,402.0,675.781781997745
batik,505.942141623489,402.0,580.708514237915
bimas,556.387737478411,402.0,618.898191822315
braai,497.113126079447,402.0,548.492950535004
galax,778.640759930915,402.0,731.446150960381
globi,629.350604490501,402.0,701.643072364773
hythe,594.448618307427,402.0,601.776026188911
indew,635.839378238342,402.0,684.578296278767
kevel,697.565630397237,402.0,691.099862451776
neves,633.986183074266,402.0,657.683610857399
pimas,564.485751295337,402.0,639.224934478879
plump,843.547495682211,402.0,798.759373280891
shows,770.527633851468,402.0,734.425170740671
upbow,889.092400690846,402.0,877.240642472846
zigan,691.45207253886,402.0,704.293377683505
bigos,602.117875647668,403.0,674.520231328038
birks,588.287996545769,403.0,645.784598859151
boots,617.118307426598,403.0,644.32293916031
elbow,641.943436960276,403.0,672.555399402728
finks,748.456822107081,403.0,765.385077260715
flubs,736.724093264249,403.0,768.15268930088
fugio,663.901122625216,403.0,706.057590501352
gings,789.528929188256,403.0,765.427886394746
glows,630.498704663212,403.0,706.741685130827
jewel,729.565630397237,403.0,687.610423576371
jimpy,836.538860103627,403.0,752.373748944283
knars,510.386873920553,403.0,605.297543298057
knock,845.345423143351,403.0,789.169995034824
lemme,652.274179620034,403.0,632.447927118598
meets,559.879965457686,403.0,626.548262395103
nahal,600.81390328152,403.0,671.023674569329
nappy,670.002590673575,403.0,653.961463446915
plums,670.194732297064,403.0,740.63498037696
putto,719.051381692573,403.0,739.001354898868
rebbe,685.571243523316,403.0,646.626394328484
stows,733.385578583765,403.0,722.877774420333
tafia,609.980569948187,403.0,657.946923921607
visto,614.950345423143,403.0,693.355405917949
wefte,613.354058721934,403.0,626.71645931522
width,692.85664939551,403.0,750.484192850311
wilds,657.273747841105,403.0,725.244144918232
wilga,648.57469775475,403.0,694.33040108073
winos,599.065198618307,403.0,684.693423269313
zilch,736.311312607945,403.0,762.928072818985
ataps,642.588946459413,404.0,694.991794372377
aulas,586.961571675302,404.0,654.101408106067
cabas,627.537564766839,404.0,667.448398028676
ficos,596.753022452504,404.0,676.538531618177
kanzu,762.608808290156,404.0,739.756865545093
kloof,836.355354058722,404.0,787.634085960337
misdo,613.237478411054,404.0,700.128571773622
noops,697.938255613126,404.0,717.873030090062
putts,787.230569948187,404.0,781.162542543393
rifts,571.795768566494,404.0,662.001739082274
tazze,536.120466321244,404.0,531.384888306464
vitta,721.670552677029,404.0,708.125898078787
yippy,963.548791018998,404.0,754.551473621332
zippy,951.019430051814,404.0,758.248576474741
alkos,546.305267702936,405.0,635.391396587776
anlas,596.182210708117,405.0,671.61031946551
antas,609.002158894646,405.0,679.097865879736
figos,635.051813471503,405.0,696.959316834816
girds,551.651554404145,405.0,643.571083775769
kahal,720.938255613126,405.0,734.553726249848
kyloe,446.76079447323,405.0,507.420582250697
legge,666.397236614853,405.0,645.83876333464
milds,604.680483592401,405.0,696.99681899112
milfs,679.092400690846,405.0,738.938471070907
neddy,660.910621761658,405.0,620.880482754551
ninth,719.406303972366,405.0,751.43094383681
offie,569.096718480138,405.0,565.073647729702
piezo,562.868739205527,405.0,580.127049500619
takky,644.805699481865,405.0,628.394953794614
viewy,608.599309153713,405.0,587.592904343599
zooty,682.565630397237,405.0,627.477269695511
awato,602.544905008636,406.0,644.380407726465
bigha,671.8402417962,406.0,702.322894022718
buhls,669.326424870466,406.0,728.421615986372
dimbo,747.413644214162,406.0,785.552840706227
fichu,813.084628670121,406.0,823.851815559812
fritz,610.892487046632,406.0,644.472174484167
knops,723.192573402418,406.0,780.085820197712
livor,498.837219343696,406.0,591.74140696209
milos,515.586787564767,406.0,626.880906962678
misgo,634.514248704663,406.0,708.693795133877
mutts,798.714594127807,406.0,787.182552931702
napoo,622.451640759931,406.0,668.259375797089
noobs,722.033246977547,406.0,725.49026796764
pluff,897.709844559586,406.0,819.210281634621
shoji,625.608808290156,406.0,660.215531134257
tweel,533.275474956822,406.0,600.115472058762
vigor,615.52115716753,406.0,683.82518447445
weets,609.281519861831,406.0,653.093917433625
apply,684.704231433506,407.0,665.690512541294
bolix,639.041450777202,407.0,671.508640305266
disas,613.209412780656,407.0,652.132050599355
feaze,543.663212435233,407.0,545.665248890698
folio,647.748272884283,407.0,679.407105343936
ginks,723.214162348877,407.0,760.80523891866
glums,680.210708117444,407.0,748.044069910935
jives,666.827720207254,407.0,655.905859763987
knurs,626.342832469775,407.0,696.315498422841
knuts,692.27115716753,407.0,763.830768325505
leets,493.993955094991,407.0,586.310782299596
litai,571.386442141623,407.0,633.587736567249
milko,642.154576856649,407.0,712.074753599217
nazis,587.25518134715,407.0,644.069859976676
nixes,562.863126079447,407.0,610.101265400765
putti,750.068652849741,407.0,760.136439407986
tabla,607.076424870466,407.0,663.205666549792
vakil,608.278497409326,407.0,666.352517426985
wings,732.012521588946,407.0,769.234252388912
elemi,633.381692573402,408.0,674.171311035751
enoki,554.88298791019,408.0,594.923502456627
enows,576.939119170984,408.0,625.314396402383
foots,646.450777202073,408.0,662.428371575435
gibus,708.785405872193,408.0,759.226915643158
intil,652.386442141623,408.0,714.545918169351
invar,539.04792746114,408.0,611.933136877439
kicky,843.559585492228,408.0,743.748814044008
kilts,590.519861830743,408.0,690.453476078655
latah,553.036269430052,408.0,635.170333425338
lingo,598.692141623489,408.0,694.798201353058
mikra,574.12780656304,408.0,626.908979297354
naval,676.082901554404,408.0,697.61918296579
telex,567.297063903281,408.0,602.028996818941
vista,591.016407599309,408.0,662.855575673554
anana,858.373920552677,409.0,718.578975125461
calix,547.961139896373,409.0,617.363513130257
camas,629.798359240069,409.0,668.918961162013
casas,698.721934369603,409.0,685.194112247186
indol,586.189982728843,409.0,696.264396544363
jagir,531.47366148532,409.0,584.333195650599
kulak,738.676597582038,409.0,710.423406368355
malik,535.227547495682,409.0,615.314794878108
picks,758.197754749568,409.0,786.748620850168
pikas,603.42573402418,409.0,663.711241900217
quats,590.955526770294,409.0,638.083672048823
skoff,842.646804835924,409.0,761.229745984226
unaus,641.231001727116,409.0,677.495957895722
asana,701.90414507772,410.0,690.679224560754
cacas,721.355354058722,410.0,690.631989829024
dirks,577.083765112263,410.0,658.744417888427
divos,649.329015544041,410.0,711.659797897789
gigas,654.049222797927,410.0,665.211198664577
iodid,832.692141623489,410.0,746.892047243951
jingo,807.495250431779,410.0,788.730783193845
kythe,541.275043177893,410.0,588.303797380131
poots,611.331174438687,410.0,654.406404394066
talas,519.600172711572,410.0,607.478502676263
taxol,489.17530224525,410.0,571.680900294251
tuque,648.080742659758,410.0,599.681553326473
winks,771.617875647668,410.0,785.688043331511
aurar,592.031519861831,411.0,617.986762248937
byrls,536.219343696028,411.0,614.373218885343
gulag,700.788860103627,411.0,699.920879130028
hists,762.113989637306,411.0,781.900521174985
nagas,654.28713298791,411.0,693.496988165506
naras,499.394214162349,411.0,580.992833523631
roots,521.233592400691,411.0,590.746351750466
sassy,574.427892918826,411.0,509.737852822036
taxis,544.841537132988,411.0,616.311252339171
teddy,574.282815198618,411.0,569.501337614517
teems,571.465889464594,411.0,635.04092291912
tooms,635.10664939551,411.0,669.146327192718
twats,654.9201208981,411.0,682.90996159582
usual,652.844127806563,411.0,687.64124101257
verve,700.019430051814,411.0,637.83479994409
yirrs,593.787564766839,411.0,661.954615803146
abaca,848.862262521589,412.0,757.512319129914
accoy,604.085924006909,412.0,607.698684821647
antra,556.88816925734,412.0,626.550238802397
bijou,744.826856649395,412.0,731.340818271913
boors,578.507772020725,412.0,609.398127057662
cavas,675.182642487047,412.0,683.57989692691
divas,591.392918825561,412.0,646.732257366789
jalap,778.948618307427,412.0,733.487741188121
kalam,756.852763385147,412.0,749.259166664234
kikes,649.177461139896,412.0,647.300317555405
knows,797.783678756477,412.0,813.310195519053
lifts,611.118739205527,412.0,702.143376455333
malas,618.260362694301,412.0,670.967332381888
milks,672.209844559585,412.0,734.190071380595
milpa,607.559153713299,412.0,674.483348838215
pikau,595.013816925734,412.0,647.123716747126
tweep,637.008635578584,412.0,672.175213012226
undug,1040.13514680484,412.0,913.591949856119
venin,683.138601036269,412.0,667.534688272535
vinos,624.3402417962,412.0,703.001940735556
whata,697.220207253886,412.0,701.946914145445
amnio,496.500431778929,413.0,574.9192994358
bajan,770.310017271157,413.0,710.487670382604
cacao,680.33506044905,413.0,661.795541104626
dimps,733.128238341969,413.0,785.845174303103
farad,589.116580310881,413.0,625.819127508617
genii,650.082901554404,413.0,655.145174778695
hijra,599.030656303972,413.0,627.467228997524
keets,617.080310880829,413.0,663.601425778061
lilos,587.265544041451,413.0,661.443547230575
luaus,577.783678756477,413.0,625.551635478052
nadas,611.533678756477,413.0,669.265794931151
nalas,557.888601036269,413.0,636.540528981707
pavid,581.164075993092,413.0,638.917413095322
pepsi,628.267702936097,413.0,637.048577993224
taboo,593.464594127807,413.0,643.243148252633
tewed,589.504749568221,413.0,633.720491135137
tweer,549.615716753022,413.0,620.676213133593
valid,549.115716753022,413.0,627.234985810405
veles,599.519861830743,413.0,635.633821561522
withs,722.112262521589,413.0,776.944744210185
allis,548.443005181347,414.0,618.228742599108
gimps,760.609240069085,414.0,794.814997386251
klutz,770.709844559585,414.0,770.849519037422
knaps,651.692573402418,414.0,714.372104522708
loots,536.118739205527,414.0,608.241449282216
micos,577.775474956822,414.0,673.916728468841
minks,715.07426597582,414.0,764.803079223505
moots,629.522884283247,414.0,666.815379744642
niffy,843.442573402418,414.0,747.051584943682
otaku,545.48402417962,414.0,605.904700790582
talaq,663.231001727116,414.0,677.219015210966
texes,620.90932642487,414.0,634.508373813911
trooz,667.860103626943,414.0,680.259206305924
wagyu,708.68091537133,414.0,731.539744596995
zizel,668.301813471503,414.0,645.995802042
akela,636.886010362694,415.0,641.174064136462
amnia,682.668825561313,415.0,712.421783661554
chavs,626.598013816926,415.0,682.233511055629
dadah,755.028497409326,415.0,701.454818398525
devil,574.376079447323,415.0,635.264137317622
dicks,731.278497409326,415.0,778.417328083431
dikas,585.883851468048,415.0,653.786570862536
hoots,643.748704663212,415.0,686.234666254155
howso,829.827288428325,415.0,794.233512869865
kelep,626.514248704663,415.0,665.205152437418
kinos,609.890759930915,415.0,698.8800418523
loord,532.495250431779,415.0,594.406856811488
mania,604.782815198618,415.0,658.867505290298
mirvs,623.391623488774,415.0,678.627617089892
nabla,675.059585492228,415.0,706.868875262735
nihil,703.958981001727,415.0,743.010977568672
nomoi,759.371761658031,415.0,753.738158530923
oinks,636.679188255613,415.0,711.557778385822
sulus,781.107944732297,415.0,698.631767106452
tsars,529.868307426598,415.0,606.402910073027
tweed,621.825561312608,415.0,657.848853006908
unmix,900.094559585492,415.0,862.84593908573
whams,662.731433506045,415.0,706.305179713803
whaps,660.82469775475,415.0,705.99005824756
wisha,633.4201208981,415.0,680.335953798754
anglo,540.950345423143,416.0,630.99479116316
bhuts,667.661485319516,416.0,725.50049652327
catch,616.43609671848,416.0,648.436886275479
hippo,797.794473229706,416.0,782.026845520124
kawau,814.632124352332,416.0,757.071161840611
kilos,560.160189982729,416.0,659.134071506015
knobs,747.101899827289,416.0,789.898848529255
lilts,622.945164075993,416.0,694.99248719025
lipos,533.097150259067,416.0,646.47548086622
mixup,883.201640759931,416.0,831.646925943594
nomos,748.270293609672,416.0,755.096107566071
risus,639.525906735751,416.0,687.470535459903
virga,615.865716753022,416.0,649.191446348496
annal,724.485319516408,417.0,715.468304248915
barry,513.212435233161,417.0,540.123614153908
facia,649.648100172712,417.0,668.366186345761
gadid,646.997409326425,417.0,656.511734101322
jirga,643.86183074266,417.0,648.626346421806
jugal,714.852331606218,417.0,719.404141937845
malmy,654.59067357513,417.0,644.462414629276
mirks,599.871761658031,417.0,667.723496178709
quais,524.608808290155,417.0,570.150699483119
squiz,787.981001727116,417.0,718.034567582691
tapas,605.802677029361,417.0,666.9940080954
tavas,651.230138169257,417.0,677.552902252276
wimps,802.644645941278,417.0,812.319885214674
yarak,613.041018998273,417.0,641.453550873294
acais,549.066062176166,418.0,625.699854518856
apays,706.530656303972,418.0,732.726955773004
atlas,594.734887737478,418.0,668.766269165601
endow,682.260362694301,418.0,705.718468821664
goors,577.627374784111,418.0,624.421776733435
hikoi,822.301381692573,418.0,792.893721381565
jembe,779.809153713299,418.0,694.561350345311
kings,754.150259067358,418.0,789.878643851635
knubs,850.821243523316,418.0,850.74949398142
mezze,861.290587219344,418.0,684.574722688301
moors,589.168825561313,418.0,630.561125196227
napas,644.044041450777,418.0,692.455618341479
noons,745.363557858377,418.0,703.649739186739
rizas,536.08506044905,418.0,591.621235672027
tahas,623.081606217617,418.0,681.019464990599
wootz,855.814335060449,418.0,735.820528217915
aalii,658.584196891192,419.0,661.019309286094
attar,641.587219343696,419.0,662.305899641931
awake,559.387737478411,419.0,570.392863669558
buroo,693.72884283247,419.0,704.160728545414
bylaw,737.262521588947,419.0,759.433443589834
feres,511.062176165803,419.0,571.746648663306
jokol,898.745682210708,419.0,778.089843404338
limbo,673.609240069085,419.0,742.851873517201
limos,533.234455958549,419.0,641.972223647865
links,629.217184801382,419.0,713.215780057271
mirza,625.748704663212,419.0,636.870779975877
ricks,627.316062176166,419.0,694.093208846582
targa,552.391623488774,419.0,619.326512836455
thaws,601.358376511226,419.0,676.534761245764
tzars,527.841105354059,419.0,605.443369135136
vigil,859.069516407599,419.0,795.135666544224
wicks,811.811312607945,419.0,808.009342413225
argal,540.060017271157,420.0,608.495731409576
balms,572.417962003454,420.0,643.893403507993
basis,581.951208981002,420.0,614.100316653805
bazar,683.666666666667,420.0,649.699042693099
bolos,662.93091537133,420.0,683.765423048418
chaws,624.708549222798,420.0,684.016946940828
himbo,738.721934369603,420.0,785.91270321439
lazar,607.14896373057,420.0,626.679310277443
limax,676.705094991364,420.0,698.024707484725
malax,799.083765112263,420.0,744.15066107026
nawab,801.035837651123,420.0,768.712766581647
obols,723.022452504318,420.0,746.467918160856
ovolo,977.694300518135,420.0,804.479227486813
sulks,731.922279792746,420.0,706.857492338677
ziram,591.818652849741,420.0,626.684771597435
zoons,744.142487046632,420.0,707.882924933371
abyss,807.199050086356,421.0,783.306067480101
amlas,697.288428324698,421.0,732.295870562677
arroz,616.251295336788,421.0,622.87815120697
audio,419.02115716753,421.0,469.403851490462
expel,764.38298791019,421.0,725.674272969027
gazar,677.157167530225,421.0,661.873161878568
jinks,852.220207253886,421.0,808.466652473488
kevil,620.563471502591,421.0,660.864248490496
micks,762.525043177893,421.0,789.124034013177
niefs,557.632556131261,421.0,626.980452158503
nolos,618.678756476684,421.0,678.335712993648
ooses,621.197322970639,421.0,604.261841183018
takas,655.432642487047,421.0,690.129781669654
tawas,641.563039723662,421.0,678.891519275624
turrs,588.87262521589,421.0,660.653461251583
undos,665.893350604491,421.0,760.636236090153
zilas,588.541450777202,421.0,646.541337160204
zings,814.445164075993,421.0,801.034354546993
bilks,666.099740932642,421.5,717.130179361544
cyclo,733.59067357513,422.0,751.391516596506
furor,647.947322970639,422.0,676.6324279698
gibli,838.258635578584,422.0,795.740489209447
hoors,577.385578583765,422.0,629.148397194636
india,747.063471502591,422.0,738.989578590607
kayak,906.798359240069,422.0,758.385585190356
kilps,711.62219343696,422.0,769.664951486108
kimbo,804.956822107081,422.0,810.381205576017
knell,669.270725388601,422.0,676.825385680839
nohow,900.802677029361,422.0,825.77740551909
sexes,681.875215889465,422.0,596.516246526751
vezir,619.369602763385,422.0,629.661699295268
whelk,660.416666666667,422.0,669.622276723614
abaka,992.673575129534,423.0,795.802702255391
arval,592.156303972366,423.0,632.232942081568
attic,632.094559585492,423.0,685.833856516005
awave,600.927029360967,423.0,600.289677613064
budis,646.598013816926,423.0,711.003099011404
doors,559.809153713299,423.0,617.17228207769
exeme,883.329447322971,423.0,700.965564739841
gurls,495.168825561313,423.0,587.38534049147
khafs,714.648100172712,423.0,736.385352038026
laval,832.018134715026,423.0,743.515792421565
lavas,681.158462867012,423.0,696.22611295803
limba,663.635578583765,423.0,714.365943220258
limpa,632.533678756477,423.0,693.705733161853
madid,648.772452504318,423.0,662.286774385465
talpa,593.749568221071,423.0,658.783527390397
tawai,616.334196891192,423.0,653.239470784458
vigas,638.230569948187,423.0,685.187380489873
amaze,604.034542314335,424.0,589.431680463266
azans,706.06908462867,424.0,700.523672353491
basij,588.607512953368,424.0,619.009303317522
bawty,546.965889464594,424.0,586.349647752187
gamas,687.080310880829,424.0,700.741355975952
kiefs,646.028497409326,424.0,670.580288378379
nowls,595.291018998273,424.0,681.76505198909
ordos,644.445164075993,424.0,690.450384839327
pulpy,750.984455958549,424.0,712.668478338606
tummy,749.32426597582,424.0,704.451566310269
vapid,606.256044905009,424.0,662.465068369725
agama,935.43091537133,425.0,790.105535216867
ayaya,1021.68911917098,425.0,778.263429937656
exuls,659.082469775475,425.0,674.085746495033
kiths,737.98402417962,425.0,794.77281712837
lirks,509.585492227979,425.0,596.720053704868
lytta,687.647668393782,425.0,722.168731741215
nisus,760.247841105354,425.0,784.091592739817
oboli,731.070811744387,425.0,741.016426567982
ovoli,770.618739205527,425.0,748.797547330674
pubis,666.187823834197,425.0,732.721487400161
tagma,697.14896373057,425.0,718.403062116016
tibia,649.112694300518,425.0,671.294441385698
unbox,925.096718480138,425.0,869.670044015497
unzip,869.258203799655,425.0,850.257223332443
wuxia,678.229706390328,425.0,649.694182185379
abaya,930.529360967185,426.0,792.772459382697
agave,588.837219343696,426.0,598.401627531429
apaid,599.102763385147,426.0,654.43266628821
baloo,600.280656303972,426.0,633.133105940068
beers,544.373488773748,426.0,599.30212471489
braks,520.240500863558,426.0,588.239226045627
culch,731.854922279793,426.0,730.207436208153
intis,735.212435233161,426.0,769.177122080839
laddy,644.250431778929,426.0,647.267332631447
lavvy,720.312176165803,426.0,659.061608337074
lichi,836.47322970639,426.0,824.031169423538
limbs,684.230138169257,426.0,753.180854584957
limps,676.509499136442,426.0,751.013809477802
nikah,605.449481865285,426.0,672.424739488512
orlop,606.472366148532,426.0,665.740806370073
papas,782.158462867012,426.0,715.129843016826
pavis,564.10664939551,426.0,626.015380353847
tizzy,801.832469775475,426.0,696.828639872816
toros,538.040587219344,426.0,611.147415763767
tubby,771.702504317789,426.0,714.482994831238
agaze,608.36701208981,427.0,590.271395660948
balks,612.410189982729,427.0,666.238487942724
books,762.954231433506,427.0,710.516854173185
dryly,583.208117443869,427.0,586.939766314921
duads,612.188255613126,427.0,637.74760301334
enema,636.269861830743,427.0,662.448799060269
excel,721.083765112263,427.0,703.823104416751
kivas,678.168825561313,427.0,699.418799443344
nimbs,733.614853195164,427.0,789.634490847283
nimps,730.471934369603,427.0,792.229168465468
noggs,792.251727115717,427.0,770.880384264425
parrs,531.444300518135,427.0,600.138499427003
pooks,753.919257340242,427.0,722.984139853686
untax,680.023316062176,427.0,712.128096790166
whets,612.477979274611,427.0,664.931685825763
wryly,625.786701208981,427.0,590.854779507357
afars,611.579447322971,428.0,658.36725076658
agars,581.836787564767,428.0,643.396614529308
auxin,576.51597582038,428.0,616.290572826675
beses,681.654576856649,428.0,648.882253996359
evhoe,645.156735751295,428.0,644.839226904702
folks,656.976683937824,428.0,701.025892720018
hicks,789.293177892919,428.0,812.766347753048
ikats,543.914075993092,428.0,634.16759062778
kievs,665.462435233161,428.0,680.673240519515
needs,601.841968911917,428.0,660.484808575338
nuddy,827.656735751295,428.0,758.170595215346
nummy,844.724956822107,428.0,753.608420125769
owled,542.353626943005,428.0,605.572311416246
rajah,684.218480138169,428.0,666.032414601421
vases,578.831606217617,428.0,583.572878633546
bewig,655.309153713299,429.0,670.216908457778
cooks,706.987478411054,429.0,697.407004456318
feted,566.357512953368,429.0,608.685099113698
hijab,736.059153713299,429.0,726.310981505648
jowls,749.998704663212,429.0,744.375559255176
lamas,634.906735751295,429.0,681.935713245738
lammy,667.633419689119,429.0,649.246360830088
licks,677.118739205527,429.0,743.859854756994
nalla,729.803972366149,429.0,712.4190430316
nicks,746.946027633851,429.0,792.650251818387
qapik,691.734887737478,429.0,679.132084673094
tappa,794.734887737478,429.0,738.321585924703
tasks,686.628670120898,429.0,699.050126481052
tipis,722.068221070812,429.0,747.127093493465
triff,654.284542314335,429.0,681.027879432555
usury,646.896804835924,429.0,629.101766443799
yirks,591.6701208981,429.0,668.97125365519
ankus,680.56390328152,430.0,734.666261352079
araks,572.091968911917,430.0,623.069322232262
basta,623.712003454231,430.0,660.426968020778
blabs,644.791018998273,430.0,665.250844017309
booms,727.683937823834,430.0,696.66347706589
fujis,816.1597582038,430.0,772.797915431186
nikab,687.508635578584,430.0,725.90009868654
quads,644.345423143351,430.0,666.73966205679
redid,591.119170984456,430.0,616.467649164175
talma,612.873056994819,430.0,667.689185032531
unjam,817.544905008636,430.0,788.275474080389
below,570.873920552677,431.0,618.976995907048
czars,545.347582037997,431.0,609.796705562684
dadas,744.113557858377,431.0,698.108732684103
filii,955.09585492228,431.0,788.736481086174
gusli,601.270725388601,431.0,691.792404239735
hatch,660.45725388601,431.0,686.947591151178
jelab,634.246977547496,431.0,641.464856638205
meses,689.956390328152,431.0,666.433961378943
nighs,732.77633851468,431.0,795.624658932901
papaw,892.222797927461,431.0,754.417039835434
poofs,739.504317789292,431.0,718.552999094954
reses,599.922711571675,431.0,624.87126178752
views,672.220207253886,431.0,682.787139637012
zaman,802.639896373057,431.0,747.186866352676
ankhs,723.638601036269,432.0,769.027187365116
basts,636.763385146805,432.0,661.312673385733
fuses,637.19170984456,432.0,627.80617129606
guqin,820.47322970639,432.0,787.569748384428
idled,615.050518134715,432.0,641.614554663207
imply,679.915371329879,432.0,713.131788901922
kulas,606.498272884283,432.0,677.414080368953
leses,617.987046632124,432.0,637.466962718727
looms,642.134283246978,432.0,673.870774583013
malam,798.8402417962,432.0,735.44169149819
mujik,879.527202072539,432.0,797.136099846663
murls,503.763816925734,432.0,592.669836521306
nikau,601.92573402418,432.0,656.034494834734
pawas,715.4201208981,432.0,711.801375643651
polos,645.892918825561,432.0,684.772184040964
capiz,611.208117443869,433.0,652.299389876633
desis,602.075129533679,433.0,636.062725260193
falaj,813.113126079447,433.0,729.875265049948
gooks,762.024611398964,433.0,731.107265694484
jarta,657.743523316062,433.0,659.480607742393
kalif,610.203799654577,433.0,670.898455590274
khets,617.527633851468,433.0,672.337601364053
poops,826.474525043178,433.0,723.850865126717
quags,674.035405872194,433.0,678.166887306963
radii,564.781088082902,433.0,606.685220885144
watap,671.693868739206,433.0,693.542106851019
aldol,571.39896373057,434.0,630.49036124179
awdls,635.174870466321,434.0,703.641006598804
casts,574.696459412781,434.0,634.531606849593
coofs,686.541450777202,434.0,693.019106578152
daraf,617.851899827288,434.0,653.657715926568
feers,568.9097582038,434.0,612.768852490821
kabar,664.774179620034,434.0,681.074906647405
leggy,637.288428324698,434.0,599.128419270429
mooks,779.435233160622,434.0,738.652338685069
radar,659.169689119171,434.0,667.7097377389
ragas,574.822107081174,434.0,630.353573074463
rooks,645.534542314335,434.0,660.752867358196
tikis,763.716753022453,434.0,760.713332448005
atuas,605.705958549223,435.0,669.776818106213
braws,522.882124352332,435.0,593.291052091985
buses,617.500863557858,435.0,619.744468695557
cubic,796.544473229706,435.0,771.10372899646
cylix,731.29274611399,435.0,759.570429216983
fetes,555.113557858377,435.0,600.686888725689
infra,588.267702936097,435.0,648.082109570069
jawan,841.522020725389,435.0,749.146904848467
neems,613.063471502591,435.0,661.546805675318
oddly,750.041450777202,435.0,714.870276265557
quays,663.296200345423,435.0,678.231955329158
wuses,650.600172711572,435.0,641.626076071239
apsis,676.663212435233,436.0,701.892113972575
barra,681.993523316062,436.0,655.50801195541
barro,530.622625215889,436.0,579.846356418313
boohs,719.006908462867,436.0,703.871426964753
cutch,763.45725388601,436.0,743.29637376479
fasts,663.506044905009,436.0,673.768911078425
kamik,717.38298791019,436.0,685.548488230249
maria,529.204231433506,436.0,587.516773125217
mysid,696.518998272884,436.0,762.625421519753
nabks,669.267702936097,436.0,715.757155634492
neeps,627.77633851468,436.0,677.069948354472
nubby,873.594559585492,436.0,765.862689871441
rooms,612.945164075993,436.0,643.3214003945
yeses,668.506908462867,436.0,661.173220242686
bafts,585.438687392055,437.0,648.774020531388
facta,675.163644214162,437.0,692.80113770515
fanon,588.943005181347,437.0,616.943915971532
foods,716.346718480138,437.0,700.500768915046
fusty,622.025906735751,437.0,660.866381558757
looks,678.705958549223,437.0,691.675054094711
madam,868.549222797927,437.0,761.165491293106
masas,795.079015544042,437.0,734.407873486784
neemb,717.060017271157,437.0,725.534325974612
nubia,572.667098445596,437.0,634.877387979748
pawaw,902.49481865285,437.0,757.863906398165
vexil,688.125215889465,437.0,676.585531712297
aways,742.247841105354,438.0,740.970574098599
furth,615.414075993091,438.0,678.814925266864
goods,700.3298791019,438.0,707.933706665687
goofs,760.699481865285,438.0,730.510260094549
grrrl,675.873488773748,438.0,656.357789068527
hakam,820.522452504318,438.0,778.960525130547
hooks,771.813471502591,438.0,744.911112565825
katas,672.886010362694,438.0,702.219482868099
lurry,542.129101899827,438.0,581.304620610576
makar,646.88298791019,438.0,671.445236430131
maras,555.419257340242,438.0,617.341542842245
moods,707.640328151986,438.0,711.545522371894
muses,627.395509499136,438.0,636.417147830929
palps,650.75,438.0,674.08803645038
pesos,591.523316062176,438.0,612.307278885184
roods,590.561744386874,438.0,637.856828072747
roofs,643.581174438687,438.0,659.226439705987
allod,583.155872193437,439.0,637.223724823067
casks,726.200345423143,439.0,708.389993697333
dooks,731.794473229706,439.0,719.479458509991
farro,542.594991364421,439.0,584.738285997228
grege,606.468480138169,439.0,599.161501464841
kbars,599.066062176166,439.0,663.690664398487
luvvy,847.029792746114,439.0,734.587307169816
masts,658.846718480138,439.0,693.502090944747
thymy,789.290587219344,439.0,712.659822834134
varas,609.860967184801,439.0,643.220156604558
varia,586.722366148532,439.0,617.02476977401
yabas,699.450777202073,439.0,721.581743299321
assay,736.03195164076,440.0,667.519994648185
asyla,706.605354058722,440.0,738.79677244095
boobs,849.736614853195,440.0,717.004279377618
bosks,832.013385146805,440.0,763.560308094394
gasts,628.992659758204,440.0,670.264166637185
goops,726.485319516408,440.0,723.626943641604
hahas,804.417530224525,440.0,739.425416776773
izars,532.019430051814,440.0,587.364016752155
karas,603.237910189983,440.0,644.830176686256
loofa,644.499568221071,440.0,633.830155895481
mesas,581.322107081174,440.0,605.856060612263
moops,750.468480138169,440.0,732.273277689233
nizam,718.70725388601,440.0,723.36907807701
oasts,565.698618307427,440.0,623.816961592457
ottar,531.764680483592,440.0,603.971739484063
ovels,566.964162348877,440.0,621.34946293257
pasta,624.920552677029,440.0,674.171984063233
radix,559.911053540587,440.0,606.540609420017
rejig,632.662348877375,440.0,647.757390641263
usque,769.205526770294,440.0,677.915836111434
whelm,634.891623488774,440.0,673.234824611881
woods,760.275906735751,440.0,727.123988374014
woofs,827.406735751295,440.0,748.813817590626
abacs,662.032815198618,441.0,700.498081206265
amahs,722.453367875648,441.0,741.590007401136
caeca,601.912348877375,441.0,576.978723328316
devis,594.763385146805,441.0,644.148805076978
dooms,701.802245250432,441.0,705.766859071947
dwams,656.458549222798,441.0,705.678294480236
extol,575.39378238342,441.0,615.259895521335
hakas,745.65414507772,441.0,738.875750381057
